ID	Bacteroides_pectinophilus_group	Clostridium_innocuum_group	Eubacterium_eligens_group	Eubacterium_ruminantium_group	Eubacterium_siraeum_group	Eubacterium_sulci_group	Eubacterium_ventriosum_group	Eubacterium_xylanophilum_group	Ruminococcus_gauvreauii_group	Ruminococcus_gnavus_group	Acidaminococcus	Acinetobacter	Actinobacillus	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Allisonella	Anaerobutyricum	Anaeroplasma	Anaerostipes	Anaerovibrio	Asteroleplasma	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Butyribacter	Butyricimonas	CAG-196	CAG-352	CAG-56	Campylobacter	Candidatus_Soleaferrea	Caproiciproducens	Catenibacterium	Catenisphaera	Christensenellaceae_R-7_group	Citrobacter	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Coriobacteriaceae_UCG-003	Defluviitaleaceae_UCG-011	Desulfovibrio	dgA-11_gut_group	Dialister	Dorea	Eggerthella	Elusimicrobium	Enterocloster	Enterococcus	Erysipelotrichaceae_UCG-003	Erysipelotrichaceae_UCG-006	Escherichia-Shigella	Faecalibacterium	Faecalimonas	Falcatimonas	Family_XIII_AD3011_group	Family_XIII_UCG-001	Flavobacterium	Flavonifractor	Fournierella	Fusicatenibacter	Fusobacterium	GCA-900066575	Gemella	Gemmiger	Granulicatella	Haemophilus	Holdemanella	Holdemania	Howardella	Hungatella	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK3A20_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_NK4B4_group	Lachnospiraceae_UCG-003	Lachnospiraceae_UCG-004	Lachnospiraceae_UCG-007	Lachnospiraceae_UCG-010	Lactobacillus	Lactococcus	Leuconostoc	Leyella	Ligilactobacillus	Limosilactobacillus	Mannheimia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Mitsuokella	Mogibacterium	Monoglobus	Negativibacillus	Neisseria	NK4A214_group	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Paludicola	Parabacteroides	Paraprevotella	Parasutterella	Parolsenella	Peptococcus	Phascolarctobacterium	Porphyromonas	possible_genus_Sk018	Prevotellaceae_NK3B31_group	Prevotellaceae_UCG-003	Prevotellaceae_UCG-004	Pseudocitrobacter	Pseudomonas	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Rothia	Ruminobacter	Ruminococcus	Ruthenibacterium	Schaalia	Segatella	Senegalimassilia	Shuttleworthia	Slackia	Solobacterium	Streptobacillus	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Thomasclavelia	Tractidigestivibacter	Treponema	Turicibacter	UCG-002	UCG-003	UCG-004	UCG-005	UCG-008	UCG-009	Veillonella	Victivallis	Weissella	Xylanibacter	Zag_111
AK_SK_36	0	0	0	0	0.000269932	0	0	0	0	0	0	0	0	0	0.0005644033	0.0289563446	0	0	0	0.000441707	0	0	0	0	0	0	0	0.1472111114	0	0.0014968958	0	0	0	0	0	0	0	0	0	0.0214718657	0	0.0006870997	0	0	0.0005153248	0.0097666315	0	0	0.0047360801	0	0	0	0	0.022036269	0.0078280288	0	0	0.0011778852	0	0	0	0	0.0268705062	0	0	0	0.0008588746	0	0	0.0003680891	0.0005889426	0	0	0	0.0016195922	0	0	0.0021839955	0	0.0007361783	0	0	0	0	0.0034845771	0.0007607175	0	0.0005889426	0	0.000711639	0	0	0.0035091163	0	0	0	0	0	0.0037054305	0.0155579004	0	0	0	0.0005644033	0.0034109592	0	0.0493484822	0	0	0.0006380212	0	0	0.0010061103	0	0	0.0014478172	0.0003680891	0	0	0	0	0	0.0021349169	0	0	0	0.0017177493	0.0001717749	0	0	0	0	0	0.0009079532	0	0	0	0.0027483988	0	0	0.6098255258	0.0003435499	0	0.0006380212	0.0004662462	0	0	0	0.0001963142	0.0090304532	0	0	0	0	0	0.003656352	0.0017668278	0	0.0009079532	0	0	0	0	0	0	0
AK_SK_39	0	0	0.01483342	0.01459646	0.005449979	0.0001895645	0	0.001848254	0	0	0	0	0	0	0.001232169	0.0597602	0	0	0	0	0	0	0.001326951	0	0.00255912	0.0009478224	0	0.07089711	0	0.01540211	0	0.004454765	0	0	0.02270035	0	0	0.001658689	0.001421734	0.09407137	0	0.01592342	0	0.01848254	0.003222596	0.003933463	0	0	0.03251031	0	0	0.001895645	0.0006634757	0.01890906	0.01379082	0	0	0	0	0.0001895645	0	0	0.05810151	0.0007582579	0	0.009478224	0.001469125	0	0	0.0009004313	0	0	0	0	0.009715179	0	0	0.008814748	0	0.0007108668	0	0.002843467	0.001563907	0	0.005402588	0.002748685	0	0.002322165	0.01402777	0.001469125	0	0	0.007250841	0	0.0008530401	0.0007582579	0	0	0.01270082	0.005260414	0	0	0	0.0009004313	0.01402777	0	0.003506943	0.004170418	0	0.01819819	0	0	0.02089948	0	0	0.004265201	0.001563907	0	0	0	0	0	0.002511729	0	0.001469125	0	0.01274821	0	0.005118241	0.003364769	0	0	0.02786598	0	0.01416994	0	0	0.03478508	0	0	0.10881	0.001895645	0	0.002085209	0.001990427	0	0.0009478224	0	0	0.01061561	0	0	0	0	0	0.09317094	0.007487797	0.005307805	0.01852993	0	0.007724752	0	0	0	0.001753471	9.478224e-05
AK_SK_47	0	0	0	0	3.99864e-05	0	0	0	0	0	0.0005398165	0	0	0	0.0003398844	0.0218725633	0.0005997961	0	0	0.0012995582	0	0	0	0.0004198572	0	0.0003798708	0	0.0163544395	0	0.0017594018	0	0	0	0	0	0	0	0	0	0.0408860987	0	0.0009396805	0.0046584161	0.0047183957	0.0009996601	0.008697043	0	0	0.0030789532	0	0	0	0	0.0154547454	0.0168142831	0	0	0.0003198912	0.0012995582	0	0	0.0209328828	0.0288901773	0	0	0.0001199592	0.0002199252	0	0	0	0.0012195853	0	0	0.0001199592	0.0035188036	0	0	0.0034188376	0	0.0003398844	0	0	0.0005997961	0.0730151748	0.0004798369	0.0019193474	0	0	0.0025391367	0.0005798029	0	0	0.0018593678	0	0.0001799388	0.0001799388	0.0108363157	0	0.0118359758	0.0022392387	0	0	0	0.000399864	0.0040386269	0	0.0170542016	0.0008597077	0	0.0004198572	0	0.0003398844	0.0041585861	0	0	0.0061579063	0	0	0	0	0	0	0.001979327	0	0.0004798369	0	0	0.0004398505	0.0004598437	0	0	0	0.0029789871	0.0005198233	0.0026990823	0	0	0.0035987764	0	0	0.5950776736	0	0	0	0.0024591639	0	0.0019593338	0	0.0160945279	0.0013595378	0	0	0	0.0012995582	0	0.0191934742	0.0048583482	3.99864e-05	0.0041585861	0	0	0.000399864	0	0	0	0
AK_SK_47.2	0	0	0.0066949802	0.0004423996	0	0	0.000383413	0	0	0	0	0	0	0	0	0.0609626615	0	0	0	0	0	0	0	0	0.0185217956	0.0003539197	0	0.0142452663	0	0.0017695983	0	0.0012682121	0	0	0	0	0.0023004778	0	0	0.0231227511	0	0.0001769598	0	0.0033032502	0.0003244264	0.0069899133	0	0	0.0059576476	0	0	0.0001179732	0	0.011413909	0.0083760986	0	0.0004718929	0.0004129063	0	0	0	0.0167521973	0.0247743762	0.0001769598	0	0.0001474665	0.0001474665	0	0	0.0005013862	0.0006193594	0	0.0002359464	0	0.0017106117	0	0.0011797322	0.0016811184	0	0.0004718929	0	0	0	0.0020940247	0.0019170648	0.0109420162	0	0.0005013862	0.0004718929	0.0101456969	0	0	0.0019465581	0	0	0.0043355158	0.0018580782	0	0.0300536778	0.0074618062	0	0.0002654397	0	0.0007668259	0.0007963192	0	0.0032442636	0	0	0	0	0.0012387188	0	0	0	0.0027133841	0	0	0.0001179732	0	0	0	0	0	0.0001179732	0	0	0.0004423996	0.0019170648	0	0	0	0.0062230874	0	0.0082876187	0	0	0.0029198372	0	0	0.4744882912	0	0	0	0.002418451	0	0.0115613756	0	0.1847460626	0.0024774376	0	0	0	0.0005308795	0.0002654397	0.0023004778	0.0017106117	0.0002064531	0.0009142925	0	0.0001179732	0	0	0.0002064531	0	0.0012682121
AK_SK_49	0	0	0.0037628278	0	0.0007981756	0	0	0	0	0.0021949829	0	0	0	0.0003705815	0	0.082041049	0	0	0.0010262258	0	0	0	0	0	0.1610889396	0.1371151653	0	0.1721778791	0	0.0106613455	0	0.0018814139	0.0020524515	0	0	0	0	0	0	0	0	0	0	0.0026510832	0	0	0	0	0.0014253136	0	0	0	0	0.0058437856	0.004618016	0	0	0.0009977195	0	0	0	0.0005416192	0.2964367161	0	0	0	0	0	0	0	0.0074116306	0	0	0	0	0	0.0018529076	0	0	0	0	0.0014253136	0	0	0.0028221209	0.0080957811	0.0022805017	0.0003420753	0	0.0018529076	0	0	0.0036202965	0	0	0	0	0	0	0	0.0015108324	0	0	0	0	0	0	0.0033922463	0	0.0007126568	0	0.0008836944	0	0	0	0	0	0	0	0.0016533637	0	0	0	0	0.0083238312	0	0	0	0	0	0	0	0	0.0009692132	0.0055587229	0	0	0.0032212087	0	0	0.0346351197	0	0	0	0	0	0.002936146	0	0	0.0047605473	0.0003990878	0.0020524515	0	0	0.00168187	0	0.0006556442	0.0005131129	0	0	0	0.0035632839	0	0.0051881414	0	0
AK_SW_1	0.0018097728	0	0.0031671024	0.0013070581	0	0	0	0	0	0	0	0	0	0	0	0.0521315102	0	0	0	0	0	0.0009551579	0.0038709029	0	0	0.0006535291	0	0	0	0	0	0	0.0001508144	0.0043736175	0	0	0	0	0	0.0029660165	0	0.0009048864	0	0	0	0.0007038005	0	0	0.0019103157	0	0	0.000754072	0	0.0026643877	0.0025638448	0	0.0080434345	0	0	0.0048260607	0	0.0015584154	0.0418761311	0	0	0	0	0	0	0.001508144	0.0009551579	0.0001005429	0	0	0.0019605872	0	0.0014578725	0.0008546149	0	0	0	0	0	0.0520812387	0	0.0031168309	0	0	0	0.0174441987	0	0.0018097728	0.0016086869	0	0	0	0	0	0.0089985924	0	0	0	0	0	0	0	0	0	0	0	0	0.0012065152	0.0016086869	0	0	0	0.0003016288	0	0	0	0	0	0	0	0.0062336618	0	0.004423889	0	0	0	0	0	0	0	0.0097526644	0	0.425547959	0.0012567866	0	0	0.1438769355	0.0003519003	0	0	0	0	0.0034687311	0	0.0646491052	0.0012567866	0	0	0	0	0	0.0129197667	0.0027649306	0	0.0090488639	0.0015584154	0	0.0008546149	0.0003519003	0.0022119445	0	0.0772672431
AK_SW_11	0	0	0.002569043	0.0005505092	0	0	0	0	0	0	0	0	0	0	0	0.0216533627	0	0	0	0	0	0	0	0	0	0	0	0.0015139004	0	0	0	0	0	0	0	0	0	0	0	0.0218827415	0	0	0	0	0	0.0005046335	0	0	0.0009633911	0	0	0	0	0.0126158363	0.0011010184	0	0	0.0081658868	0	0.0035783099	0	0	0.0460133957	0	0	0	0	0	0	0.0007340123	0	0	0	0	0	0	0.0006422608	0.0004587577	0	0	0	0	0	0	0.0056427195	0.0010551427	0	0	0	0	0	0	0.0035324342	0	0	0	0	0	0.0419763281	0.0008716396	0	0	0	0	0.0010551427	0	0	0	0	0	0	0	0.0004587577	0	0	0	0	0	0	0.0001376273	0	0	0	0	0	0	0	0	0	0	0	0	0.0009633911	0	0.0021561611	0	0	0.0002293788	0	0	0.4344894027	0.0003211304	0	0	0	0	0.0006422608	0	0.3236535462	0.0058720984	0	0	0	0	0.0003670061	0.0011010184	0.0009175154	0	0	0	0	0	0	0	0	0.0516102395
AK_SW_12	0	0	0.0050572129	0	0	0	0	0	0	0	0	0	0	0	0	0.1579995913	0	0.0003575807	0.0003064978	0.0008173273	0	0	0	0	0	0.0054147936	0.0003064978	0.0317225174	0	0	0	0	0	0	0	0	0	0	0	0.0118512464	0	0.0005108296	0	0.0025541479	0	0.0052615447	0	0	0	0	0	0	0	0.0381078872	0.006129955	0	0	0.0018900695	0	0	0	0.0009194933	0.0525132816	0	0	0	0	0	0	0	0	0	0	0	0.0018389865	0	0.0009194933	0.0006129955	0	0	0	0.0007151614	0	0.0015324888	0.0030649775	0.009910094	0	0.0006129955	0	0	0	0	0.0063853698	0	0	0	0	0	0.0009194933	0.0132304863	0	0	0	0	0.0007662444	0	0.0046996322	0	0	0	0	0	0	0	0	0	0	0	0	0.0003064978	0.001277074	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003729056	0	0	0.0038312219	0	0	0.6176951369	0	0	0.0004086637	0	0	0	0	0.0002554148	0.0029117286	0	0	0	0	0	0.0010216592	0.001225991	0	0.0004086637	0	0	0	0	0	0	0
AK_SW_14	0	0	0.002337281	0.0008681328	0	0	0	0	0	0	0	0	0	0	0	0.017563	0.005676253	0	0	0	0	0.002114683	0.0007568338	0	0.0003116374	0.001446888	0	0.0004451963	0.0003561571	0.004051287	0	0	0	0	0.0007568338	0	0	0	0	0.00242632	0	0.0003116374	0	0.003984507	0.000601015	0.0005564954	0	0	0.002003383	0	0	0.00122429	0	0.03739649	0.006188229	0	0.001914344	0	0	0.001001692	0	0.02550975	0.03194284	0.0002003383	0	0	0	0	0	0.001892084	0.0008903927	0	0.000601015	0	0.002181462	0	0.00122429	0.006165969	0	0	0	0.001090731	0.0004674561	0.0005342356	0.003517051	0.004429703	0	0	0	0.004963939	0	0.0009349123	0	0	0.0002003383	0	0	0	0.02818093	0	0	0	0.000244858	0.0007345739	0.0005564954	0	0	0	0	0.0001112991	0	0.0004006767	0.005164277	0	0	0.0005342356	0.000601015	0	8.903927e-05	0	0	0	0	0	0	0	0	0.008926186	0.004763601	0	0	0	0.01990028	0.0004451963	0.006366308	0	0	0.00362835	0	0	0.2337058	0	0	0.0001558187	4.451963e-05	0	0	0	0.07399163	0.009082005	0.0007790936	0	0	0.3781498	0	0.01317781	0.002693438	0	0.01384561	0.003405752	0	0.002047903	0	0	0	0.00723444
AK_SW_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1392608463	0	0	0	0	0	0	0	0	0.0008926977	0.0046420282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060703446	0	0	0	0.000803428	0	0	0	0	0	0	0	0	0	0.0162470987	0	0	0	0	0	0	0	0.0009819675	0.0098196751	0	0	0	0	0	0	0.0016961257	0	0	0	0	0.007498661	0	0.0022317443	0.000803428	0	0	0	0	0	0.0038386002	0	0.0031244421	0	0	0	0.0070523121	0	0.0010712373	0	0	0	0	0	0	0.0374933048	0.0034815212	0	0	0.0012497768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004463489	0	0	0	0	0	0	0	0	0	0.0049098375	0.0011605071	0.0046420282	0	0	0.0015175861	0	0	0.564184967	0	0	0	0.0003570791	0	0.0067845028	0	0.1562221032	0.0057132655	0	0	0	0	0.0007141582	0.0023210141	0	0	0.0018746652	0	0	0	0	0	0	0.0008926977
AK_SW_3	0	0	0.0008531781	0	0.000238388	0	0	0	0	0	0	0	0	0	0	0.09179192	0	0	0	0	0	0.0001380141	0.0003262152	0	0.001016286	0.0004140423	0	0.006963439	0	0.0006524303	0	0.0003136684	0	0	0.0004140423	0	0	0	0	0.001605982	0	0.0007653509	0	0.001342501	0	6.273368e-05	0	0	0.0005520564	0	0	0.0003764021	0	0.007013626	0.002333693	0	0.001367594	0.0002509347	0	0	0	0.005068882	0.0167248	0	0	7.528042e-05	0	0	0	0	0	0	0	0	0.001242127	0	0.00234624	0.0007277107	0	0	0	0.000953552	0	0.0009911922	0.0002634815	0.002195679	0	0	7.528042e-05	0.0004391358	0	0	0.001756543	0	0.0001254674	0	0	0	0.01973602	0.001367594	0	0	0	0	0.0009911922	0	0.001631076	0.0007402575	0	0	0	0.000426589	0.0008029911	0	0	0	0.0001380141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001003739	0.0008155379	0.005282176	8.782716e-05	0	0.00126722	0	0	0.4157863	0	0	5.018695e-05	6.273368e-05	0	0.0009786455	0	0.3797897	0.002358786	0.0003513086	0	0	0	0.001028832	0.01140498	0.0008406314	0.0001505608	0.001204487	8.782716e-05	0.0004391358	0.0003011217	0	0	0	0
AK_SW_4	0	0	0.0230072207	0.0040351126	0	0	0	0	0	0	0	0	0	0	0	0.1119212799	0	0	0	0	0	0.0002123743	0	0	0	0	0	0.000637123	0	0.0019113691	0	0.0030440323	0	0	0	0	0	0	0	0.0053801501	0	0.0009910803	0	0	0	0.0016989948	0	0	0.0204587286	0	0	0.0007787059	0	0.0128840436	0.0040351126	0	0	0.0010618717	0	0.0007079145	0	0	0.1412289395	0	0	0	0	0	0	0	0	0	0	0	0.0011326632	0	0.0016282033	0.002052952	0	0	0	0.0060172731	0	0	0.0024777007	0.008848931	0	0	0	0.0092028883	0	0	0.0081410166	0	0	0	0	0	0.033625938	0	0	0	0	0.0017697862	0.0016989948	0	0	0	0	0	0	0.0023361178	0	0	0	0	0	0	0	0.0003539572	0	0	0	0	0	0	0	0	0	0	0	0	0.0051677757	0.0018405777	0.0157157015	0	0	0.0038935297	0	0	0.478691774	0	0	0.0012034546	0	0	0.0021237435	0	0.0469347303	0.0073623106	0	0	0	0	0	0.0089197225	0.0029732408	0	0	0.004743027	0.000637123	0.0010618717	0	0	0	0.0054509415
AK_SW_5	0	0	0.005587294	0.001443907	0.030479	0	0	0	0	0	0	0	0	0	0	0.01020152	0.002134472	0.001946136	0.03440266	0	0	0	0.0002511143	0	0	0.07819072	0	0.000973068	0.001004457	0.0006277858	0	0	0	0	0	0	0.001286961	0	0	0.01660493	0	0.007156758	0	0.0004708393	0	0.0007219537	0	0	0.001286961	0	0	0.01663632	0	0.05348735	0.001851968	6.277858e-05	0	0.001820579	0	0.0004080608	0	0.001726411	0.02219223	0	0	0.0006905644	0	0	0	0	0	0	0	0	0	0	0.0003766715	0.00266809	0	0	0	0.001255572	0	0	0.001349739	0.001443907	0	0.00131835	0	0.0483709	0	0	0.003703936	0	0	0	0	0	0	0.0004394501	0	0	0.0003766715	0	0	0	0	0	0	0	0	0.001035847	0.001820579	0.000973068	0	0	0	0	0	0.002950593	0	0.002573922	0	0	0.0006277858	0	0	0	0	0	0	0	0	0.0004394501	0.01773495	0	0	0.004488668	0	0	0.4539833	0	0	0	0	0	0.0007219537	0	0.05424069	0.001600854	0	0	0	0	9.416787e-05	0.08346412	0.009102894	0	0.007596208	0.0004394501	0.0005336179	0	0.0006277858	0	0	0
AK_SW_7	0	0	0.00978161	0	8.753118e-05	0	0	0	0	0	0	0	0	0	0.000109414	0.05503523	0	0	0	0	0	0.0005470699	0	0	0	0.0008753118	0	0.01827213	0	0.002144514	0	0.0008753118	0	0	0	0	0	0	0	0.01039433	0	0.0001750624	0	0.01100705	0.0002625935	0.004682918	0	0	0.008271697	0	0	0	0	0.02481509	0.007790275	0	0	0.001444265	0	0.0006346011	0	0.0007221323	0.09560593	0	0	0	0	0	0	0.0002844763	0.0004376559	0	0.001444265	0	0.001356733	0	0.003304302	0.008468642	0	0.0003063591	0	0.002910412	0	0.0007658979	0.004420325	0.02306447	0	0	0	0.004004552	0	0	0.005995886	0	0	0	0	0	0	0.001684975	0	0	0	0	0.003326185	0	0.0006783667	0.002341459	0	0	0	0.0006127183	0.0002625935	4.376559e-05	0	0	0	0	0	0.0002844763	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258217	0.01159788	0	0	0.002407108	0	0	0.5917546	0.0004376559	0	0.0004595387	0.0001750624	0	0	0	0.04245262	0.001969452	0	0	0	0	0	0.0008096634	0.001225437	0.0003282419	0.002604053	0.0005689527	0	0.003326185	0	0	0	0.01776883
AK_SW_8	0	0	0.00722036	0	0	0	0	0	0	0	0	0	0	0	5.950846e-05	0.03943427	0	0	0.00180509	0	0	0	0	0	0	0.01680122	0	0.01882451	7.934461e-05	0	0	0	0	0	0	0.0005752484	0	0	0	0.01438121	0	0.0002181977	0	0	0.0003173785	0.02757225	0	0	0.00283657	0	0	0	0	0.01813024	0.003649852	0	0	0.003570508	0	0.002281158	0	0.001329022	0.1470057	0	0	0	7.934461e-05	0	0	0	0	0	0.00128935	0.0001785254	0.001368695	0	0.001229842	0	0	0	0	0.0003372146	0	0	0	0.005197072	0	0.0004562315	0	0.001388531	0	0	0.006506258	0	0	0	0	0	0	0.005970682	0	0	0	0	0	0.0002181977	0	0	0	0	0	0.0003967231	0	0.0004562315	0	0	0	0	0	0.0005355761	0.0006149208	0.0001586892	0	0	0	0	0	0	0	0	0	0	0	0	0.01697975	0	0	0.002876242	0	0	0.6389027	0	0	0.0004165592	0	0	0.0003570508	0	0	0.002499355	0	0	0	0	0.0003372146	0.002539028	0.002241485	3.967231e-05	0.0003372146	0	0	0	0	0	0	0
AK_SW_9	0	0	0.0040525011	0.0004536382	0	0	0	0	0	0	0	0	0	0	0	0.0290630859	0	0	0	0	0	0	0	0	0	0.0005746084	0	0.007711849	0	0.000332668	0	0	0	0	0	0	0	0	0	0.0099800399	0	0	0	0	0.0002721829	0.0158470937	0	0	0.0011189742	0	0	0	0	0.0350208674	0.003659348	0	0.0002721829	0.0015726124	0	0.0082864574	0	0.0006048509	0.0445775116	0	0	0	0	0	0	0	0	0.0001209702	0	0	0.0012097018	0	0.0099800399	0.0034476502	0	0	0	0	0	0	0.003992016	0.0082562148	0	0	0	0.0021774633	0	0	0.0041129861	0	0	0	0	0	0.0380753644	0.0060787516	0	0	0.0009375189	0	0.0032057098	0.0022681909	0	0	0	0	0	0.0006955785	0	0	0	0	0	0	0	0.0004233956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005141233	0.0045061392	0	0	0	0	0	0.5577632614	0	0	0	0	0	0	0	0.1802153269	0.0064719047	0	0	0	0	0	0.0011189742	0.0004233956	0	0	0	0	0.0006048509	0	0	0	0
AK_SG_20	0	0	0.002156732	0.0004727085	0	0	0	0	0	0.0002511264	0	0	0	0.0001477214	0	0.0170175	0.0004431642	0	0.0008567841	0	0	0	0	0	0.0009897334	0.03664968	0	0.000635202	0.0005022528	0.0009897334	0	0	0	0	0	0	0	0	0	0	0	0.0009306448	0	0.0007976955	0.0001772657	0.0006499741	0	0	0.0007533791	0	0	0	0	0	0.002466947	0	0	0	0	0	0	0.01932196	0.0632543	0	0	0	0	0	0	0	0.0003840756	0	0	0	0.001846517	0	0.0008124677	0	0.0001624935	0	0	0.0002363542	0	0.005495236	0.0009749612	0.0003249871	0	0.00020681	0	0.03985523	0	0	0.000738607	0	0	0	0	0	0.007223576	0	0	0	0	0	0.001551075	0.0002511264	0	0	0	0.002452175	0.0004136199	0.00020681	0	0.0004874806	0	0	0	0	0	0.0006795184	0	0	0.0004283921	0	0.09238496	0	0	0	0	0	0	0	0	0.001698796	0.005864539	0	0	0.005081616	0	0	0.4882635	0	0	0	0	0	0.0002363542	0	0.1848438	0.0009454169	0	0	0	0	5.908856e-05	0.004106655	0.0006204299	0.0001329493	0.001181771	0	0	0.0003840756	0	0	0	0
AK_SG_22	0.0007662649	0	0.003612392	0.001556856	0.002116351	0	0	0	0.00132576	0.0006081467	0	0	0	0	6.081467e-05	0.06858679	0	0	0.0003162363	0	0	0.004719219	0.0002919104	0.0009487089	0	0.04250946	0.0001094664	0.0001581182	0	0.005546298	0	0	0.000194607	0.0003040734	0.00161767	0.002274469	0	0	0	0.001374412	0	0.005497646	0	0.00285829	0.0007541019	0.0001581182	0	0	0.004050257	0	0.0001094664	0.001082501	0	0.002189328	0.005740905	0	0.002809638	0	0.0006689614	0.002128514	0	0.0007905908	0.09361811	0.0003405622	0	0	0.0001337923	2.432587e-05	0	0.001629833	0.001593344	0.00468273	0.0004986803	0	0.001751463	0	0	0.01042364	0	0.000182444	0	0	0.0003892139	0.001459552	0.005546298	0.0001581182	0.0001094664	0.002371772	0	0.01807412	0	0.0014109	0.002894778	0	0.0004865174	0	0	0	0.01354951	0	0	0	0	0.001459552	0.004548938	0	0	0	0	0	7.297761e-05	0.0001337923	0.001155479	0.0006567985	0	0	0.0002310958	0	0	0.0004135398	0	0	0	0.0002675846	0.006628799	0	0.0004378656	0.0007297761	0	0	0	0	0	0.001958232	0.008392425	0	0.1390588	0.002493402	0	0	0.4568277	0.000182444	0	0	0.000194607	0	0.00132576	0.001240619	0.0005473321	0.006458518	0.0003527251	0	0	0	0.0004500286	0.01508204	0.004330005	0	0.01480229	0.0001337923	0	0.0002675846	0	0	0	0
AK_SG_28	0	0	0.004541289	0.004683841	0	0	0	0	0	0	0	0.0001425517	0.002301191	0	0.0001221871	0.04522961	0.0002036452	0	0	0	0	0.0001018226	0.0001629162	0.01252418	0.0006720293	0.0005905712	0	0.0008960391	0	0.00193463	0.0001018226	0	0	0	0.00472457	0	0	0	0	0.08978719	0	0.0007127584	0	0.00215864	0.0001629162	0.000814581	0	0	0.001384788	0	4.072905e-05	0.0002036452	0	0.03211486	0.001832807	0	0.0005091131	0	0	0	0	0.001669891	0.1073821	0	0	0	0	0	0	0.001242236	0.0008960391	0	0.0003054679	0	0.003482334	0.0001425517	0	0.003176866	0	0	0	0.0002036452	0	0.002545566	0.004704205	0.005091131	0.0001221871	0.000386926	0.002199369	0.00342124	0	0.001853172	0.003767437	0	0	0	0	0	0.031341	0.001893901	0	0.025028	0	0.000814581	0.006618471	0	0.0002036452	0.005152225	0	0	0	0	0.0004480195	0	0	0	0	0	0	0	0	0	0.0001221871	0	0.001466246	0	0	0.004826392	0.000427655	0	0	0	0.001058955	0.003482334	0.01130231	0	0.01541595	0.0006516648	0	0	0.4103248	0.0001832807	0	0.0003258324	0	0	0.006516648	0	0.09451176	0.00598717	0	0	0	0	0	0.005070767	0.001120049	0	0.001344059	0.0001629162	0	0	0	0	0	0.01295184
AK_SG_29	0	0	0.006130385	0.01529137	0.0007472704	0	0	0	0.0003182818	0	0	0	0	0.0001798984	0.0004981803	0.09336728	0.0001245451	0	0	0	0	0.001369996	0.0002629285	0.001383834	0.001771308	0.002269488	0	0.0002214134	0	0.004566652	6.91917e-05	0.001688278	0	0	0.0009410072	0	0	0	0	0.005659881	0	0.007223614	0	0.003348878	0.0003736352	0.000650402	0	0	0.002366356	0	0	0.0005535336	0	0.005369276	0.006061193	0	0.007832501	0.0009686838	0	0.005493821	5.535336e-05	0	0.05088358	0	0	0	0.0001522217	2.767668e-05	0	0.0026708	0.0008718155	0	0	0	0.001466864	0	0	0.004511299	0	0	0	0	0.0001383834	0.0006642403	0.00592281	0.004995641	0	0.0009548455	0	0.02641739	0	0.003293525	0.004331401	0	0.0003321202	0	0	0	0.02535184	0	0	0.001369996	0.001563732	0.0008441388	0.007292805	0	0	0	0	0.0003874735	0	0.0007611087	0.001217774	0	0	0	0.0003044435	0	0.0002629285	0	0	0	0.0001522217	0.0003597969	0.007666441	0	0.0003459585	0	0.007126745	0	0	0	0.001882014	0.001715954	0.02656961	0	0.04512683	0.005770588	0	0	0.2760749	0.0002075751	0	0	0	0	0.0003459585	0	0.2714667	0.009410072	0.0002767668	0	0	0	0.0008856538	0.00875967	0.002048074	0	0.007929369	0	0.0001245451	0	0	0	0	0.001605247
